Url,MonitorName,‘ƒ∂¡,µ„‘ﬁ,∆¿¬€,◊™∑¢
http://weibo.com/ttarticle/p/show?id=2309404412636585394250,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412409996509289,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413897258958892,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412410709540899,–¬±¶ø•RM-5,131,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412636585394250,–¬±¶ø•RM-5,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413510594461713,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413510430883924,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413126006145060,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404414265489490023,–¬±¶ø•RM-5,12121,2,0,0
http://weibo.com/ttarticle/p/show?id=2309404413345129168944,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412767468650643,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413512486092903,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413508191125703,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412410709540899,±¶ø•,131,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404414132215480363,±¶ø•E200,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413499802517659,ŒÂ¡‚∫Íπ‚,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412767468650643,–¬±¶ø•RC-6,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413112118804605,±¶ø•,1732,2,0,0
http://weibo.com/ttarticle/p/show?id=2309404413126006145060,±¶ø•E200,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413111523213425,–¬±¶ø•RM-5,3636,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413510594461713,ŒÂ¡‚∫Íπ‚,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404412427574837256,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404414128994254882,ŒÂ¡‚∫Íπ‚,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413345892532331,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413869589135520,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404414277715886148,–¬±¶ø•RC-6,108,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413508539252798,±¶ø•,0,0,0,0
http://weibo.com/ttarticle/p/show?id=2309404413111523213425,±¶ø•360,3638,0,0,0
