Url,MonitorName,‘ƒ∂¡,µ„‘ﬁ,∆¿¬€,◊™∑¢
https://mtongzhen.58.com/tzbl/fresh/detail/0/93944828.shtml,±¶ø•E200,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94226209.shtml,±¶ø•530,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94151084.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94260778.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94148358.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94442812.shtml,±¶ø•510,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94151080.shtml,–¬±¶ø•RM-5,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94260696.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94148362.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94230746.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94443483.shtml,±¶ø•510,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94231264.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94342089.shtml,±¶ø•530,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94454559.shtml,±¶ø•360,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94452223.shtml,ŒÂ¡‚∫Íπ‚,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94363536.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94456075.shtml,ŒÂ¡‚∫Íπ‚,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94148345.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94364751.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94365031.shtml,±¶ø•,,0,0,0
https://mtongzhen.58.com/tzbl/fresh/detail/0/94350743.shtml,±¶ø•,,0,0,0
