Url,MonitorName,‘ƒ∂¡,µ„‘ﬁ,∆¿¬€,◊™∑¢
http://auto.sina.com.cn/newcar/x/2019-09-05/detail-iicezueu3553491.shtml,±¶ø•,,,7,
http://auto.sina.com.cn/newcar/x/2019-09-05/detail-iicezzrq3586298.shtml,±¶ø•,,,0,
http://auto.sina.com.cn/newcar/x/2019-09-05/detail-iicezueu3553491.shtml,–¬±¶ø•RM-5,,,7,
http://auto.sina.com.cn/newcar/x/2019-09-05/detail-iicezzrq3586298.shtml,–¬±¶ø•RC-6,,,0,
http://auto.sina.com.cn/review/shipai/2019-09-10/detail-iicezueu4736610.shtml,–¬±¶ø•RM-5,,,0,
http://auto.sina.com.cn/zz/sh/2019-09-10/detail-iicezzrq4758098.shtml,ŒÂ¡‚∫Íπ‚,,,0,
http://auto.sina.com.cn/review/shipai/2019-09-10/detail-iicezueu4736610.shtml?oaid=00001,–¬±¶ø•RM-5,,,0,
http://auto.sina.com.cn/newcar/zz/2019-09-15/detail-iicezueu5035538.shtml,±¶ø•510,,,0,
http://auto.sina.com.cn/newcar/2019-09-16/detail-iicezzrq6113064.shtml,ŒÂ¡‚∫Íπ‚,,,17,
http://auto.sina.com.cn/newcar/2019-09-16/detail-iicezzrq6113064.shtml?oaid=00001,ŒÂ¡‚∫Íπ‚,,,17,
http://auto.sina.com.cn/xcz/con/2019-09-16/detail-iicezueu6187398.shtml,ŒÂ¡‚∫Íπ‚,,,0,
http://auto.sina.com.cn/newcar/x/2019-09-17/detail-iicezzrq6418940.shtml?oaid=00001,±¶ø•360,,,0,
http://auto.sina.com.cn/zz/sh/2019-09-17/detail-iicezzrq6469784.shtml,±¶ø•730,,,0,
http://auto.sina.com.cn/zz/sh/2019-09-17/detail-iicezzrq6469784.shtml,ŒÂ¡‚∫Íπ‚,,,0,
http://auto.sina.com.cn/newcar/x/2019-09-17/detail-iicezzrq6418940.shtml,±¶ø•360,,,0,
http://auto.sina.com.cn/xcz/con/2019-09-17/detail-iicezzrq6485470.shtml,±¶ø•510,,,0,
http://auto.sina.com.cn/newcar/x/2019-09-17/detail-iicezzrq6418940.shtml,±¶ø•360,,,0,
http://auto.sina.com.cn/zz/sh/2019-09-17/detail-iicezueu6306567.shtml,±¶ø•510,,,12,
